Heart Rate,Skin Temperature,Blink Rate,Time of Day,Mood,Score
75.31087480042439,36.901548922248324,22.234591663176253,Night,Happy,9.553620763623716
92.38294932321773,37.11345827221476,32.08464751632408,Night,Stressed,39.60243463023462
100.2883130181302,37.28464264976986,32.55431494574159,Night,Stressed,98.32414364723986
77.57882963566874,36.29226061108555,20.7869707708435,Morning,Happy,80.84602894771483
116.10135582085623,37.588609392535844,30.109719041076662,Night,Stressed,15.994080236692865
99.26365745327361,36.85455987651755,20.89541712003463,Morning,Happy,27.77640494772551
79.60297987783727,,17.58873222887464,Evening,Relaxed,32.981580885636106
,38.11690861604465,26.041453247162025,Morning,Stressed,65.03655604954457
62.418719920314366,36.1540486430763,10.383612829899157,Afternoon,Sad,75.69947594896556
68.2012997074151,36.510080394993196,14.102985113752622,Afternoon,Relaxed,74.95266088079097
80.37775260310158,37.09114226213494,28.16294706602592,Morning,Stressed,50.98740563064028
71.83006596050699,36.61124215566251,9.482368341461651,Afternoon,Relaxed,81.08205378381513
84.8777256356118,37.250707115628806,18.210785395560993,Evening,Happy,43.7078082757475
63.84649793402261,36.08466229286698,10.103110254487728,Evening,Sad,12.388056529556192
56.13694935842089,35.77841075639218,13.315048826970221,Evening,Sad,56.44418416538133
74.24503211288848,36.62018749311387,18.545725648350263,Afternoon,Happy,95.23013846011067
72.68084662253324,36.30065039555833,14.397795245994024,Night,Relaxed,79.29936513925114
82.08474398231799,37.958657580679386,26.40496666159298,Morning,Stressed,57.870064769224236
87.66369456501289,36.87680892029416,20.434865746359446,Night,Happy,64.68056603490969
84.85065193690359,36.31487375996709,,Night,Stressed,93.05620270355726
78.67671583381022,36.87632625299036,23.131048058468682,Evening,Happy,42.83427944349605
68.87958190328011,,15.240919371208363,Evening,Relaxed,33.13941389426374
70.41181766795565,36.427709860486395,12.011183711189403,Night,Relaxed,97.7241565000449
100.66085982744214,36.864795628010285,34.982623169482906,Night,Stressed,86.34431335103334
85.01766448946012,36.179767369988035,21.779261591246875,Afternoon,Happy,32.30435846186024
83.23844269050346,36.8550026017215,18.048253494045333,Night,Happy,46.37805973609228
106.61398787431406,37.16030771509683,35.70732158986125,Morning,Stressed,41.5078129007799
106.89515042665042,37.153923893961554,35.067279108705506,Morning,Stressed,14.90956786714339
95.01379651007986,37.26282727904827,40.5183655153086,Evening,Stressed,95.7819323813259
60.13125176020962,35.89938128316786,12.974328880440384,Evening,Sad,40.43124312197588
79.4217585880588,36.83470239028785,20.54315767439075,Morning,Happy,87.5329082637908
82.80392263184117,36.87068436743257,20.704110793028594,Night,Happy,18.93562276806651
112.54775544846585,37.350701631195186,31.174889374081236,Evening,Stressed,54.78708106372198
70.61419455328297,36.46192465879101,18.463048724296517,Evening,Relaxed,2.396138512426982
58.097283273762955,36.14393623289525,12.133963615637466,Night,Sad,76.42204838423086
84.06758608684835,36.52773090138752,21.181309661384617,Night,Happy,58.09138982462784
63.44116352451884,36.046908573658925,15.072498456150571,Night,Relaxed,62.55895834697527
73.63924088981429,36.794182506460025,,Evening,Relaxed,5.172088255465345
79.40640821349781,36.27305430005809,13.074079013094497,Afternoon,Relaxed,21.10383302086154
90.07244788805922,37.240421338603156,34.71272614226736,Afternoon,Stressed,7.433087235358016
58.44313637456174,35.943059244075776,9.209332547494409,Evening,Sad,28.891431580381177
,36.615649844402796,,Morning,Sad,62.7439007682151
71.93642064405174,36.66671202197716,18.69475204139522,Morning,Happy,56.618598431737524
66.14977223921106,35.63849894367029,9.88505761560838,Morning,Sad,61.21498216133902
59.0195138408781,35.55449335251573,14.252400174378282,Evening,Sad,54.92512713778943
71.51686262733388,36.65145984595334,8.327940532916143,Night,Relaxed,27.302879567585936
102.99178819905399,37.672192108689266,21.489328000126488,Evening,Stressed,24.450749734442525
61.92392309983647,36.498799057449446,13.063726488016341,Evening,Relaxed,13.705968353658127
105.7424723394466,37.79112223878188,39.96416312635015,Morning,Stressed,84.90708749034921
69.38154343381238,36.358782977538844,9.796008235401029,Morning,Relaxed,61.64793585412445
88.40397731480768,37.19498851125082,31.9922456142894,Afternoon,Stressed,18.651101250405976
62.708917403497125,35.70400830460813,12.755455324643272,Night,Sad,17.720937982123953
58.85599790723931,,14.84892402626527,Night,Sad,87.30356015261367
61.752442800889035,36.58700787918618,34.68104504789975,Evening,Stressed,74.27308637633193
90.12841977354294,37.51242875187563,36.148871122609684,Evening,Stressed,65.93990799053714
77.47707713286496,36.2287082559516,13.984072473809462,Night,Relaxed,40.68641075392998
115.75637542165838,37.178902673732864,28.895288692476196,Afternoon,Stressed,26.197556427851755
77.64034067105283,36.913190147913454,19.10763313357044,Evening,Happy,97.94507631128238
67.43679901595192,35.8930585087895,9.546248930972421,Evening,Sad,79.72395750228002
61.09489785367555,36.23066920896734,14.722420230642237,Night,Sad,30.177922313627647
90.20663138559148,37.74222330263947,27.798516064462206,Morning,Stressed,84.75647962784947
76.33351152611813,36.44318226724679,13.88263706385221,Morning,Relaxed,75.89319486146815
67.99308438028449,36.36558984216989,14.079589456654215,Night,Relaxed,29.708054987799837
74.77664073009782,36.26699514197026,19.813522740496204,Morning,Relaxed,42.65528542416397
70.80110951792619,35.997681233323576,11.63847902040888,Morning,Sad,18.595344539102665
102.54083170290473,,,Morning,Stressed,11.105244437810935
62.82397835691516,36.29439423839963,11.465487771153947,Night,Sad,72.27620328396968
68.58995154958086,36.02270168821417,11.451119945781961,Evening,Sad,26.751185735386663
72.91296982740796,35.9440910790369,,Afternoon,Sad,82.00593657462537
96.36821829671294,37.80261185050913,40.60284060215251,Night,Stressed,99.56087115144261
85.7141140725751,36.54161473960152,21.317088545345662,Morning,Happy,7.661981392964867
63.72059321164734,36.789877331078955,,Afternoon,Sad,47.30351250837003
77.60412881077355,36.82222843412593,19.626256711677282,Night,Happy,80.2062559310803
59.37853702897085,35.89828640903708,9.324581152164402,Night,Sad,78.89508965412335
65.62434307915106,36.42659464734976,14.579406060871257,Night,Relaxed,75.99971583309684
69.41107891233403,35.79183950375759,11.412406699718412,Afternoon,Sad,34.899493530191094
73.74620811021764,36.23852148504174,13.698170900901742,Afternoon,Sad,45.38532556850523
77.48262172941901,,22.376786546896167,Afternoon,Happy,59.49683573414703
76.76009538167177,36.182148369246384,14.249674623013023,Morning,Relaxed,97.39405835732572
75.71421221791859,36.65371813277825,23.76231413888118,Morning,Happy,32.75472709384929
95.18041648634099,37.343741919662165,42.20752171084734,Morning,Stressed,92.31438877168577
64.88985671146818,36.14982543215166,16.78349942024867,Night,Relaxed,26.935691818049413
63.40496166623588,36.28654623507025,12.10784085061156,Afternoon,Sad,98.90744654737045
76.23131917821256,36.058506649961814,20.388179985796615,Afternoon,Happy,67.02636868275917
61.41088306974139,36.28892669946391,12.84109021845624,Night,Sad,46.3511480358551
85.28561113109458,36.72531075545628,21.36300139474525,Afternoon,Happy,61.33904280636049
72.9907446860386,36.53731452398457,18.538139920116162,Afternoon,Happy,27.25311690402068
73.6262630427348,36.691927832534674,13.52313602841224,Evening,Relaxed,27.41738575114666
63.10121330009879,36.10596221835235,12.396970638677065,Evening,Sad,11.355454384349384
75.81900399496207,37.067464286414435,21.893029219389156,Night,Stressed,11.405029770539876
66.21982160639622,35.57709186913996,9.076887645498369,Morning,Sad,34.767174146891136
84.10951252187611,36.78119627081804,22.906768954235403,Night,Happy,76.28554778963716
69.75398150168074,36.08919289370425,13.028801873140875,Afternoon,Sad,60.79711675981625
68.92016590232552,35.748541105797145,14.426762799809987,Evening,Sad,10.258456033102082
94.37335476467436,37.90446236113951,31.074132530583007,Morning,Stressed,85.22365249759109
78.7371592430342,36.41147636838091,23.4719276063305,Afternoon,Happy,60.13676269900664
100.96782779674976,37.705381094787946,30.86275095902095,Evening,Stressed,96.08555767847797
62.78194728285184,36.2495148895137,20.812662905887013,Evening,Relaxed,67.01854674112076
62.75680959776146,36.55020873605351,17.343558584407177,Afternoon,Relaxed,17.5174863704181
87.8545299152913,38.4755710241489,29.52345139475325,Evening,Stressed,47.378336230782224
69.01733889616239,36.82132492421841,11.077186557958942,Afternoon,Relaxed,64.84975975472041
71.84720488212052,36.675866064665925,10.586285731879608,Night,Sad,2.826470104997769
,36.708721249553186,15.508895118556863,Night,Relaxed,1.4910264154807895
59.812732996431265,36.16686527369925,17.047599581234063,Afternoon,Sad,12.94030005985679
89.97724825492114,38.183077314136824,16.388611295384276,Evening,Stressed,25.166443504547075
69.08435890010205,35.95366034433961,13.077955951402197,Morning,Sad,42.95491235206755
81.64375554829843,36.59008234760222,18.003291918522418,Night,Happy,48.74404737597884
90.69614523602984,37.864454577781395,34.99709516338956,Afternoon,Stressed,13.802760893789678
78.9115939838639,37.01389952905171,21.54339742129669,Afternoon,Happy,67.33915791158309
84.26216667398111,37.533725593885045,20.05377167798906,Morning,Happy,59.613806169653486
90.79061114307716,37.10389554690765,24.253141948920636,Evening,Stressed,29.446409884116022
66.30132779183863,35.86288849924128,14.834087641895234,Afternoon,Sad,1.3659883435292008
83.95831346981468,36.58869689283717,19.143769678068175,Evening,Happy,7.764791535329074
79.93251387631032,,,Morning,Happy,39.16947755108394
104.23970458584404,37.098922704245176,23.733521863483674,Night,Stressed,15.397435116568392
84.36982008423003,37.76169750845101,34.1403303818619,Morning,Stressed,37.681960614797084
75.40287882883098,36.550714965076686,21.363782979252623,Evening,Happy,62.81826045103551
64.6560457678256,36.26035408290939,12.202713423093103,Evening,Sad,54.72374278792835
64.01097657051747,35.72073564174198,12.89921806014366,Morning,Sad,23.117588313739425
68.2593453494872,36.410867315840434,,Morning,Relaxed,34.38224912587524
106.558850841927,37.73083314735568,28.891557100004665,Afternoon,Stressed,61.40311984486506
59.09608968674831,35.6774206235321,10.895356652845312,Afternoon,Sad,86.08550280434487
69.63360498885763,35.962881499119845,11.007390538089432,Evening,Sad,75.32134387388773
69.06597203426449,35.84280102796339,11.179437128058005,Evening,Sad,55.340002683341496
68.93484782777497,36.392467223347666,11.589703542004264,Evening,Sad,36.22929983164862
64.26500608901463,36.505991755741306,6.196952634612842,Evening,Sad,36.50512775418054
72.92314628974793,36.72528918813308,18.75371894715047,Evening,Happy,87.94173102643961
79.63994939209833,36.79019157557177,20.534100531738517,Afternoon,Happy,3.92435760405464
95.01845955231006,38.08251605241973,26.356609665271048,Evening,Stressed,98.7982644420261
103.67632083906136,37.72175086029226,30.598001313335523,Night,Stressed,66.43754108515623
70.60089341974749,36.427683724905,9.043211052293952,Evening,Relaxed,68.11376990723905
70.49952475458942,36.12917180162822,12.225031423176228,Morning,Sad,3.7997837304742155
58.53220680416351,35.67753028280726,11.985599908419326,Afternoon,Sad,60.552927489127214
57.598579508962686,35.71444485759761,11.327852027699928,Evening,Sad,48.4778060090447
,36.42780858368898,15.41640136362453,Night,Relaxed,10.577890689406699
72.24357089072723,36.540044608422555,11.902965484867174,Afternoon,Relaxed,27.792201076935907
87.61514928204012,37.4569408799653,22.10728359321568,Afternoon,Happy,89.03144562136512
91.39352087933808,37.36365270892377,25.966268098952554,Afternoon,Stressed,54.99884158659529
60.76010061172333,36.058612585305525,,Evening,Sad,41.34165751739087
63.69543866941435,35.85921797857357,12.74896129281689,Night,Sad,7.268215584081094
79.63585543671563,37.061337411029506,21.416712894598707,Evening,Happy,71.41215274023057
73.44653865188859,36.11346494432321,9.511334860702611,Evening,Relaxed,70.28508233960325
96.25365315765168,37.417235924323336,36.04173908786782,Afternoon,Stressed,61.40436069725636
91.3466404698753,,26.808615171514262,Afternoon,Stressed,51.02626462206492
90.95227812904989,,23.589115727035576,Night,Happy,43.37844022073727
68.33724719884175,37.021836716248465,9.778746626289024,Morning,Relaxed,59.32710929879923
76.92759786945201,35.94508875629841,13.472496690225114,Evening,Relaxed,23.33954517284067
62.03586031310255,36.67034367040479,15.542191798621108,Morning,Sad,94.12590641776477
98.25014136256542,38.88298980721963,24.768225633148123,Evening,Stressed,58.879452918022956
58.43266960419918,36.289826652045605,16.542585758241906,Evening,Relaxed,31.119244435437654
70.25848412472213,,18.593377566427137,Afternoon,Relaxed,44.967985088515725
84.24801048510513,36.004709057482096,19.922983060998586,Night,Happy,80.56847888768924
103.65198608001276,38.639200993264616,23.072858659427546,Afternoon,Stressed,16.161606073029745
58.11654229680959,35.79644119939058,11.637987722680773,Morning,Sad,29.28356224602604
101.81690689903805,38.200714501133035,28.199470236809066,Night,Stressed,67.95080227365554
112.6877178325942,37.63701367633604,23.918370836024504,Night,Stressed,31.54892064822239
73.64945577259918,36.46739065474588,8.590605973007458,Morning,Sad,79.2501681861466
95.5633628681212,36.877203044192726,,Evening,Stressed,13.045348717736083
72.60739004816287,36.82025554442303,17.837886919183475,Evening,Happy,76.26861704546086
60.69308148821628,35.822917354992065,10.988687280125118,Evening,Sad,6.835171485056623
66.50572586443776,36.39286784232532,12.610025056937715,Evening,Relaxed,1.2592612667494785
69.4694274229635,37.01925546376099,16.759682304320638,Evening,Relaxed,89.82235188321621
72.72838491039957,35.95395565340125,15.360356649225366,Night,Relaxed,58.133921693229865
62.40798550292239,35.478545858299036,15.897341915442972,Evening,Sad,35.182689708681146
71.69469279499825,36.35676274296586,18.196273296828775,Evening,Relaxed,23.25946369638504
78.81590696629996,36.943693947723915,23.60188086582163,Morning,Happy,61.68857832608161
74.96991309250149,36.7445293590671,21.99253363889428,Morning,Happy,50.90021835367382
80.02556728321231,37.21006228023335,18.724520031497367,Afternoon,Happy,99.15977755299852
77.64480847190839,36.78291631288368,21.46528015443116,Night,Happy,98.32159866537458
68.7308457373447,36.62130064328918,13.171438554920446,Evening,Relaxed,63.50245661416096
62.43835162788848,36.21204522879412,14.860693197695856,Afternoon,Sad,44.28705061058905
62.74949433154888,36.07308975000221,13.259188272787949,Evening,Sad,49.11409691346621
59.26827303490656,35.682685305578985,12.820951687788913,Afternoon,Sad,68.24790662368619
69.89323513935793,36.394266540267196,12.886173797436596,Evening,Relaxed,10.157454423538137
78.0734320156912,37.572007940974956,17.954414869603188,Morning,Happy,32.83520738107182
57.452890432966186,36.091398548609426,12.911237239049077,Evening,Sad,7.527224100360385
69.67619080699814,36.41794799072694,13.680019653491215,Night,Sad,7.3360759516919565
103.86732359554543,,24.21510762428854,Evening,Stressed,19.583924189423374
83.28276804316914,36.60444916765935,24.32650944661092,Morning,Happy,48.52532545932269
81.16024968678818,36.89234053066762,19.838566839782835,Afternoon,Happy,78.47743211627893
67.34808487964312,36.557447855501955,15.240752969135322,Night,Relaxed,48.549589116587256
78.44866621703272,36.47568100172003,22.32165357475704,Night,Happy,33.54766105608697
81.13729967302065,37.026617367747725,21.64096436239473,Afternoon,Happy,8.235299033675814
76.81816721837693,36.16055204131473,12.815312507249894,Evening,Sad,55.02955231831296
96.59158945332106,37.86611725356633,29.320726418058776,Afternoon,Stressed,27.126858648317675
,36.75476069277867,12.229582749474499,Afternoon,Relaxed,61.49341779171474
60.54039029843754,36.78070233691574,,Evening,Relaxed,97.71877391324183
87.89606407753696,36.62018220636679,20.98663580176178,Afternoon,Happy,11.131432147755016
94.72668065893906,37.598152208462174,25.892652354851748,Evening,Stressed,21.212539872193993
93.0915868135665,37.80931506005487,33.77037966579044,Morning,Stressed,47.30945380993747
78.36168926701116,36.64084965571684,20.7648194923681,Evening,Happy,96.86138153459295
66.91381965219405,36.30444135978981,14.031340786264181,Afternoon,Relaxed,77.18097762699956
66.470163807071,36.67539190948074,14.249955942193914,Night,Relaxed,89.822919316283
58.49549121742937,36.0651642928942,9.772293800797733,Evening,Sad,33.37148484757929
78.95938874821363,36.831929068307566,23.36785538291574,Morning,Happy,99.20384737785946
106.18457644847877,36.16783383946277,29.01115477647193,Afternoon,Stressed,10.28328160641574
87.419146733128,37.181664952497144,30.924339419263173,Afternoon,Stressed,5.297290604610083
69.26083394125916,36.33540469637284,10.270098696738348,Morning,Sad,85.5602627054028
104.31571268681064,38.00229645456324,27.519738437301278,Afternoon,Stressed,92.72648702069863
77.97786733919989,37.17125753101683,36.84049240881906,Afternoon,Stressed,9.058535754610176
70.24827088930172,36.73133087641792,13.402648274097487,Night,Sad,11.34274267458415
66.6235335313355,,10.857514916169137,Morning,Relaxed,3.3174157755773814
69.43165098030795,35.649436705603016,,Night,Sad,10.45075626427241
64.3810520609454,35.54001761888726,12.215390011293564,Afternoon,Sad,20.94198168002809
,35.74727985523896,13.079560517983914,Morning,Sad,97.0076618910001
57.17164063485892,36.056888436991635,13.292594738807145,Morning,Sad,66.78602222396805
60.064591148559884,,13.492201973738648,Morning,Sad,77.85530255185421
58.748767509398405,35.85756790635489,11.640979074516977,Night,Sad,77.61394036915222
84.8168806462216,36.626932439143054,19.809408935226095,Night,Happy,53.507374977921465
93.49895778414495,38.28389806559824,32.16874610443173,Morning,Stressed,79.74889777130171
96.51110437284808,37.24001245579624,22.97999351809451,Evening,Stressed,59.58075323899696
62.04384277139594,,17.035377459035516,Night,Relaxed,31.45460976033576
67.10679784024501,36.24558919853397,13.057536211583146,Morning,Sad,56.11101087684007
,37.24308069157861,35.47580205860116,Night,Stressed,53.350858613451344
,36.638095015964105,12.425967334101657,Night,Relaxed,82.34530537593207
80.31076536329806,36.84292707277239,30.924051512448695,Evening,Stressed,98.1727217381659
67.24505481709468,35.62283661754274,7.149571444254798,Night,Sad,41.104256542093054
78.82706433312427,37.29349031405038,18.938006089996364,Night,Happy,76.33906784413597
99.41986006395031,37.11706995495685,29.463226046429916,Afternoon,Stressed,9.976300403813354
108.52028476180715,37.07024998009991,33.07420698651487,Morning,Stressed,77.68313694482886
88.82727120140548,37.20362601384649,18.857642020434405,Morning,Happy,37.14169119932321
66.79696978909513,36.500029706555544,,Evening,Relaxed,3.9390162889686664
69.33030319326562,36.65744173891721,17.401661664260235,Morning,Relaxed,36.32461785621772
67.98737238290293,36.83071262620118,9.624811740498416,Morning,Relaxed,61.06427509216448
67.76716586867272,36.49151520538787,11.769073361008473,Afternoon,Relaxed,11.925016768146657
68.55725012209017,36.54831185234386,,Evening,Relaxed,92.40344924302546
64.61545585617623,36.53915468390123,18.252399262433403,Afternoon,Relaxed,7.767241327283858
89.7383764645251,37.60485664959868,30.72171733648347,Evening,Stressed,93.00067198331662
76.77440122697438,36.40865914984854,22.130960750130704,Afternoon,Happy,70.71375179356865
68.98901336524709,35.469810794066824,14.067926512998046,Morning,Sad,32.97121754142036
60.722443210108736,36.926146545059524,11.368082547108699,Morning,Sad,39.075034770909326
69.75269003964222,36.627385470727376,13.182043113119752,Night,Sad,74.08093647327442
69.66732515679186,36.73734401345376,15.85388757501826,Morning,Relaxed,60.14711008812073
69.81099677297559,35.78719491361918,13.070282870910642,Morning,Sad,67.16429214549451
71.64171901277801,35.91896141338033,12.829964493769605,Morning,Relaxed,38.916461651348
97.21491623278395,37.82632320358854,26.536225711509786,Morning,Stressed,48.7813481807599
104.91258658192089,37.66331210878257,23.276754862652872,Evening,Stressed,98.98674840378933
94.07601561396652,37.716694307866945,30.403958148609895,Morning,Stressed,21.39228704997177
69.94967446872961,36.71256809445699,14.76725762519246,Evening,Relaxed,41.78561865221314
82.0085586104947,37.29964233333877,20.99136377594521,Afternoon,Happy,29.18231875739673
69.69444145493267,36.18827400712119,15.749787078789568,Evening,Relaxed,76.51115104398498
97.11878678651823,36.990246898807904,37.99578342264307,Evening,Stressed,76.40126256657207
81.80697802754207,37.00090176464901,18.965423099799256,Afternoon,Happy,29.244546099739587
79.90491896048655,36.566508582379306,22.216365633475032,Night,Happy,8.13903166329829
101.70740945950203,37.35560234865026,28.828325444789684,Night,Stressed,1.1432676672204045
64.12812484817344,35.96802157172561,14.495791916215842,Morning,Sad,42.74505332424855
99.45086471353402,37.095890795606685,30.994748482416547,Morning,Stressed,41.03375943357709
70.85958301535288,36.82949876020822,17.819022744083707,Evening,Relaxed,98.83898786398629
79.2647130924893,36.863305240160784,20.86008329438214,Evening,Happy,46.98020756976796
81.40495933867517,36.636972568659864,20.448903637119944,Afternoon,Happy,25.641836957542065
73.8710625206901,36.312605844948884,10.337660228390671,Night,Sad,89.12294410314674
61.612621715014185,35.313984615535354,13.906048294290471,Afternoon,Sad,49.10679496535785
63.50826798927505,36.29801326446001,21.299275194979675,Afternoon,Relaxed,59.91756352105778
80.8728890641592,36.318066103922725,20.942831112772808,Night,Happy,9.566871042821267
70.04033186752484,36.54057396210537,9.493360767635053,Night,Relaxed,38.291640732977406
82.31051737131635,37.3546868284836,20.872647339348063,Night,Happy,94.42236744737868
60.705806135234525,36.039437520234365,11.270901706929953,Afternoon,Sad,58.95053841754254
82.48621753572607,37.8725152814564,31.88914610611079,Night,Stressed,34.450185514246165
71.7804358265819,,28.86056009224669,Afternoon,Stressed,62.56671806315931
82.20629504147155,38.01786232129152,39.032673357296666,Evening,Stressed,91.04110895781162
83.82581826486604,37.08114528405252,28.485193115628494,Morning,Stressed,27.399060047259006
68.4541790769763,36.45213041540239,14.288024088610422,Morning,Relaxed,50.51167184706744
76.40777889373783,37.022979228206815,21.832655349404963,Night,Happy,95.86906539117554
88.49167274370036,38.367415945613615,29.884875727767493,Evening,Stressed,17.239614329845267
106.99638079185914,37.85435933675897,34.951192268525915,Afternoon,Stressed,71.96639255967115
88.82390818199214,38.45470932614675,25.105928769594303,Evening,Stressed,61.44810082029824
62.08293822065935,36.19611356407686,13.283631060483382,Evening,Sad,67.96751311406348
67.8583124906666,37.388932536892014,15.412558718171054,Night,Relaxed,35.12196306675697
69.83356616907575,36.9819642158865,14.75736128132662,Evening,Relaxed,31.387937348376493
66.45724961605903,35.84922016181813,12.331317887137065,Night,Sad,68.42096705883705
75.90064538962675,36.46483562787886,15.658935480849136,Afternoon,Relaxed,21.554328510454535
75.25161061567914,36.47614181968754,12.262006273017688,Night,Relaxed,41.965474485900515
57.4193208994839,36.15713133294987,7.987739593795211,Evening,Sad,18.8174646052918
69.22993510462979,36.0089675754179,16.013060994234415,Night,Relaxed,0.8304841123329743
82.23227047868913,37.53671725962056,32.98198534558827,Evening,Stressed,97.00573600380694
75.55242785187238,36.56093142335885,22.147263499719543,Morning,Happy,43.170297865641906
102.51130847805851,37.16027953853414,28.933351003453655,Afternoon,Stressed,96.93496144198252
73.57263534096866,35.93441378665238,14.523867753463069,Morning,Sad,14.032351976782609
70.2652871650769,35.676092789249296,13.160106496896285,Morning,Sad,58.7366779457486
,37.609555300017206,26.49731585995231,Evening,Stressed,20.09740327912396
82.36796215317591,36.814556488383445,22.088321754138143,Night,Happy,79.00741269632748
81.38345399665009,36.61880444398525,22.390093257849685,Afternoon,Happy,78.37029887609752
75.04731837434656,37.372824992141034,18.964777401927655,Night,Happy,11.260714903931179
97.612666841319,37.54841408870476,32.9782202878486,Morning,Stressed,91.20644528763891
83.90911435888655,36.29917841566358,21.297419775179286,Afternoon,Happy,19.46296472032246
95.31044897762357,37.22221532602604,34.0195966544036,Evening,Stressed,61.29773415893604
72.52383630809166,36.20362021762823,14.836647112737374,Morning,Relaxed,98.56336200877041
96.37844504880783,37.48424383778849,27.868657216617873,Afternoon,Stressed,88.23965347663638
75.9927811476606,36.894963851655405,13.295831137015606,Morning,Relaxed,95.6563928561169
77.56203788289159,36.254629950781926,13.182217227077086,Afternoon,Sad,34.25987712181195
74.67757629478503,36.14552619962812,13.028656567378267,Evening,Relaxed,10.557564221946336
72.75957829251338,36.286949482203006,20.15727038063218,Morning,Happy,18.83468732894501
68.27541246727225,36.677530647067364,18.418913436042093,Morning,Relaxed,50.049489507661384
69.54670009052688,35.26427792297032,12.483872738947143,Morning,Sad,79.3229678273322
63.48766580896324,35.89743367914861,12.781187812398473,Morning,Sad,15.015364418387522
63.19903202695026,36.06970808330516,12.132191119311546,Morning,Sad,65.97315322607571
69.93947972255611,36.202233315870835,15.025950531926755,Afternoon,Relaxed,32.35776040395118
98.31942556666864,37.248076623587565,22.363521547860955,Afternoon,Stressed,34.12020723921535
67.35529746068694,37.163267297840235,14.56458714243507,Night,Relaxed,66.19177301579263
67.94099967485928,35.535371123363014,11.798523509187989,Night,Sad,46.699941953322025
91.02295886093083,38.130659050925026,26.053264939745187,Night,Stressed,81.20332930259939
80.99457973793555,36.286997566499,15.54557375090524,Evening,Relaxed,15.591850966282706
82.95306717171887,38.03447976763757,26.390183364374355,Afternoon,Stressed,78.99482697670385
